text,suicidal_ideation
"the only existence sadder than being suicidal is being suicidal but with the option of suicide taken away from you because if you were to kill yourself, you would kill someone else too",1.0
Update: I’m still here,0.0
I Can Always Just Die After Graduation,0.0
Me📢irl,0.0
Man I fucking hate birthdays,0.0
Tired,0.0
RT @Dr_Memory: The fact that we are making Tony Fauci answer questions from Doctor fucking Oz about this idiocy on live TV is a nice capsul…,0.0
The moment this jogger realized he stumbled into my friends’ engagement photo,0.0
I can’t take it anymore,1.0
"Does anyone get horrible, horrible heartache that literally is so physically painful?",0.0
"RT @ACTHealth: What do staying at home, paramedics and defibrillators have in common? They all save lives. Remember your actions will save…",0.0
stop trying to fucking guilt trip me,0.0
"Crying doesn't mean you're weak, it just means you've been strong for too long.",0.0
It really sucks to have realized that life is meaningless at such a young age,1.0
The Foo Fighters saved my life,0.0
@lebohang___ Getting sexual pleasure from someone or something that’s not me or mine is cheating,0.0
Not today,1.0
"RT @silverrich39: ""Yvette Cooper"" Blood curdling reading the tweets of adulation, mainly from Tories I note! We haven't heard a peep from h…",0.0
Mental illness is bullshit,0.0
I just need a hug,0.0
RT @ChelseaClinton: For anyone &amp; everyone in #Miami. Please share from a critical care nurse at Jackson Memorial Hospital &amp; help if you can…,0.0
I WANNA FUCKING DIE.,1.0
“Handling Stress in Uncertain Times” presented by the @unmc Wellbeing Coordinating Council from 1pm to 2:15pm on Ap… https://t.co/R3AGUCjxhF,0.0
@StinaKilla This happens often when donating blood. “Gay” or those who act in those type of sexual activities are a… https://t.co/bnj1ttBXjd,0.0
"RT @ThunderB: @time1_tea @politicalwilli @W7VOA @SenTomCotton The confusion is that the media, including VOA is claiming Cotton said it was…",0.0
A protest of 1.03 Million People in a city with a population of 7 Million. That means every 1/7 of the people in Hong Kong are protesting for keeping their rights.,0.0
The sad thing about suicide is that people make it about themselves and then life goes on.,0.0
I find myself crying more in public spontaneously,0.0
RT @TIME: Can you be re-infected after recovering from coronavirus? Here's what we know about COVID-19 immunity https://t.co/7ctPH1iNhg,0.0
"RT @JulesBennett: Friends, if you would all say a prayer for my assistant, Jill. She lost her husband 2 days ago. Grieving during a time of…",0.0
RT @LaSukuta: So in the paper today it is reported that the two directors from the DPM’s office who have been charged with rape and sexual…,0.0
This sandwich doesn't taste good.,0.0
"A few months ago I set a deadline. That deadline, March 12 has arrived.",0.0
@narendramodi middle of january 1st corona paitent find out. why not banned foreigners then? why not forse people w… https://t.co/ElnEsKCKS9,0.0
"Mainly from my insecurities, intrusive thoughts, social anxiety, and loneliness.",0.0
Who else is waiting until they feel they're allowed to kill themselves?,1.0
I wish life had checkpoints or a reset button,0.0
It's 11:40 and I'm gonna kill myself at midnight.,1.0
I'm still here,0.0
"Life is shit and we all know it, I wish I could stop existing",1.0
"I'm so sick of this ""find a job you love"" bullshit",0.0
"RT @SarrilaDraws: The Queen of Royale High.  ~For @nightbarbie~

An artwork for the only one, that had inspiration for creating Royale High…",0.0
"Being suicidal throughout your young adult years is very strange and leaves you in a weird place when you hit your 20s because you never really had a plan to get this far to begin with, never mind have a plan for the next 50+ years.",0.0
I deserve to die because I’ve done awful things,1.0
RT @KRooneyVera: The human toll of this black swan event &amp; economic shutdown will be massive. Tens of millions of jobs to be lost. Tune in…,0.0
"Spotted in Hong Kong: «Hear HK now, or be Hong Kong soon»",0.0
"RT @BuitengebiedenB: Who wants to adopt a grandparent? Bring a smile to an elderly person. 

CHD Living homes is pairing the lovely residen…",0.0
"Just tried, my cat saved me",1.0
"Does anybody actually wake up every day thinking ""wow I can't wait for another one""?",0.0
weird alternative girl from small town gets peer pressured into murder https://t.co/bexUT7xdfV,0.0
"With data from a couple of patients showing safety and some biologic activity, we were fortunate to receive a… https://t.co/s7OroqTEW8",0.0
"Nothing good has come from this pandemic. But on a positive note, I’ve really enjoyed seeing the major sports netwo… https://t.co/o8WXdECMjZ",0.0
RT @EWTNews: 📹VIDEO: Pope Francis gave this emotional video message about Holy Week to all the families in the world suffering from the #Co…,0.0
RT @deejayneptune: I'll be DJing &amp; partying with you live tonight  alongside TOP Nigerian DJs &amp; @DONJAZZY. The venue is @TheVbankng Instagr…,0.0
"i’m sick of living. i feel like i’m just, done. my rapist gets away, i get called a liar. it haunts me in my dreams, and it haunts me when i’m awake. i try to bury that memory, but it’s impossible. i need help, but i’m too scared to seek it. i want to die, but i don’t want him to win.",1.0
I haven't been okay for a long time. I'm only alive because I don't know how to die.,1.0
@denvercoder Thank you Tim. I’m at a loss of words but I expected nothing less from you. Best cousin ever. ☺️🥳,0.0
"One of me works on thesis, another studies Networks, another cleans my room, and another pets my dog to offset the… https://t.co/h3YhyhHidA",0.0
"Fuck it’s 3:14 pm ... 

TIIIIIIMMMMEEE IS SLIPPIN AWAY FROM MMMMEEEEE!!!!",0.0
"@bryce For the West, allowing China to proliferate data from 5G networks and sell licenses to countries will very q… https://t.co/wer3ZlZ49p",0.0
